symbol,factor,n_obs,contemp_beta,contemp_t,lead_beta,lead_t,lag_beta,lag_t
BURL,uranium,3062,0.0188,0.7335,0.0351,1.3649,-0.0197,-0.7664
BURL,xl_consumer_defensive,3062,-0.3272,-4.1458,-0.0870,-1.0986,-0.1631,-2.0622
BURL,xl_financials,3062,0.1108,1.0813,-0.1407,-1.3730,0.0200,0.1955
BURL,xl_healthcare,3062,-0.3662,-4.6998,-0.0470,-0.6014,0.0856,1.0941
BURL,xl_industrials,3062,0.1331,1.2235,0.2102,1.9325,0.0929,0.8539
BURL,xl_real_estate,2564,0.0679,1.0375,-0.0603,-0.9208,0.0379,0.5784
BURL,xl_utilities,3062,-0.1566,-2.8537,-0.1269,-2.3106,-0.0877,-1.5956
BURL,china_a_shares,2564,-0.0006,-0.0168,-0.0574,-1.4999,-0.0928,-2.4272
BURL,china_exposure,2564,0.0160,0.3908,-0.0947,-2.3166,-0.0947,-2.3157
BUSE,market_beta,5278,1.1627,51.6607,-0.3742,-13.7914,-0.0921,-3.3371
BUSE,copper,3547,0.0103,0.6195,-0.0079,-0.4737,0.0278,1.6746
BUSE,credit_hy_spread,4708,0.0454,0.7533,-0.1950,-3.2377,0.2830,4.7056
BUSE,energy_oil,4537,-0.0159,-0.9548,0.0145,0.8701,0.0422,2.5386
BUSE,gold,5278,-0.1472,-4.9394,-0.0246,-0.8234,0.0384,1.2843
BUSE,inflation,5278,-0.1885,-1.5616,-0.1618,-1.3402,0.5070,4.2054
BUSE,natural_gas,4703,-0.0155,-1.2932,0.0052,0.4334,0.0161,1.3355
BUSE,rates,5278,-0.2630,-3.2602,0.1539,1.9066,0.2181,2.7017
BUSE,rates_30y,5278,-0.1334,-3.5391,0.0502,1.3292,0.0647,1.7129
BUSE,usd_strength,4736,-0.0206,-0.2932,-0.1277,-1.8192,-0.2642,-3.7683
BUSE,volatility,5278,0.0031,0.4702,-0.0252,-3.8757,0.0112,1.7144
BUSE,momentum,3169,-0.6046,-9.6849,-0.0774,-1.2230,0.0490,0.7736
BUSE,quality,3109,-0.2757,-1.7350,0.2366,1.4889,0.1413,0.8887
BUSE,value,3507,2.0682,24.4780,-0.1436,-1.5710,0.0154,0.1682
BUSE,biotech,3109,-0.0088,-0.2812,-0.0297,-0.9513,-0.0274,-0.8773
BUSE,defense,3109,0.2116,4.7475,0.1912,4.2863,0.0276,0.6174
BUSE,growth,3109,0.2290,1.1928,-0.5359,-2.7934,-0.1379,-0.7182
BUSE,lithium,3109,0.0073,0.2811,0.0394,1.5286,0.0178,0.6915
BUSE,semiconductors,3109,0.0809,2.4619,0.0472,1.4370,-0.0181,-0.5491
BUSE,uranium,3109,-0.0038,-0.1991,-0.0048,-0.2559,0.0193,1.0242
BUSE,xl_consumer_defensive,3109,-0.4126,-7.1386,-0.2340,-4.0252,-0.1317,-2.2605
BUSE,xl_financials,3109,0.8872,12.0269,0.0302,0.3999,-0.0728,-0.9640
BUSE,xl_healthcare,3109,-0.4378,-7.6608,-0.1427,-2.4752,0.0487,0.8443
BUSE,xl_industrials,3109,0.2384,2.9830,0.2297,2.8734,0.1908,2.3853
BUSE,xl_real_estate,2564,-0.1461,-2.9874,0.0032,0.0644,-0.0673,-1.3749
BUSE,xl_utilities,3109,-0.2626,-6.5310,-0.0791,-1.9536,-0.0245,-0.6060
BUSE,china_a_shares,2564,-0.0301,-1.0495,-0.0660,-2.3045,-0.0827,-2.8891
BUSE,china_exposure,2564,-0.0931,-3.0451,-0.0561,-1.8307,-0.0788,-2.5740
BV,market_beta,1883,1.1963,25.8298,-0.0582,-1.0808,-0.1298,-2.4116
BV,copper,1883,0.0459,0.9974,-0.0416,-0.9029,0.0559,1.2152
BV,credit_hy_spread,1883,-0.4174,-2.8661,-0.1561,-1.0694,0.3313,2.2722
BV,energy_oil,1883,0.0405,1.4953,-0.0291,-1.0753,0.0140,0.5161
BV,gold,1883,0.0201,0.2908,0.1301,1.8817,0.0356,0.5144
BV,inflation,1883,0.2114,0.9170,0.1121,0.4860,0.2032,0.8812
BV,natural_gas,1883,0.0062,0.3337,-0.0159,-0.8621,0.0213,1.1565
BV,rates,1883,0.6574,4.4874,0.3587,2.4392,0.2359,1.6024
BV,rates_30y,1883,0.2586,3.9110,0.0890,1.3410,0.0860,1.2961
BV,usd_strength,1883,-0.0198,-0.1436,-0.3598,-2.6145,-0.9543,-7.0062
BV,volatility,1883,0.0134,1.0695,-0.0119,-0.9494,-0.0103,-0.8256
BV,momentum,1883,-0.3570,-3.3125,-0.1748,-1.6186,-0.0561,-0.5194
BV,quality,1883,0.4277,1.4226,0.7693,2.5620,-0.0302,-0.1003
BV,value,1883,1.3556,8.9366,-0.1087,-0.7022,0.1045,0.6744
BV,biotech,1883,-0.1686,-2.5691,-0.0738,-1.1218,-0.0370,-0.5628
BV,defense,1883,0.4866,6.3761,0.2806,3.6504,0.0892,1.1564
BV,growth,1883,0.8077,2.3029,-0.8772,-2.5017,-0.0844,-0.2402
BV,lithium,1883,0.0649,1.4600,0.0484,1.0898,0.0327,0.7344
BV,semiconductors,1883,0.1687,2.8864,-0.0247,-0.4224,-0.0195,-0.3321
BV,uranium,1883,0.0424,1.1961,0.0825,2.3225,0.0183,0.5161
BV,xl_consumer_defensive,1883,-0.6688,-6.4228,-0.3530,-3.3636,-0.0163,-0.1551
BV,xl_financials,1883,0.4977,3.6233,0.0594,0.4312,-0.1624,-1.1783
BV,xl_healthcare,1883,-0.7043,-6.6691,-0.2946,-2.7626,0.1237,1.1583
BV,xl_industrials,1883,0.9584,6.6616,0.3863,2.6586,0.1360,0.9339
BV,xl_real_estate,1883,0.0597,0.7163,0.0276,0.3308,-0.0342,-0.4109
BV,xl_utilities,1883,-0.2658,-3.5032,-0.1534,-2.0178,0.0380,0.4990
BV,china_a_shares,1883,-0.0954,-1.7511,-0.0746,-1.3686,-0.1798,-3.3024
BV,china_exposure,1883,-0.0851,-1.7537,-0.0859,-1.7707,-0.0787,-1.6216
BVS,market_beta,1223,1.1588,8.3104,0.0426,0.2976,-0.0383,-0.2673
BVS,copper,1223,-0.0240,-0.2464,0.0980,1.0060,0.0644,0.6611
BVS,credit_hy_spread,1223,-0.8594,-2.4535,-0.2642,-0.7535,0.9751,2.7842
BVS,energy_oil,1223,-0.1803,-2.5156,0.0289,0.4034,0.1727,2.4071
BVS,gold,1223,-0.0052,-0.0330,0.0337,0.2125,0.0005,0.0030
BVS,inflation,1223,-0.4232,-0.8022,-0.1861,-0.3531,1.7770,3.3820
BVS,natural_gas,1223,0.0180,0.4482,0.0329,0.8232,0.0581,1.4512
BVS,rates,1223,1.0239,3.3969,0.6437,2.1320,-0.8031,-2.6582
BVS,rates_30y,1223,0.4892,3.3757,0.3565,2.4582,-0.2268,-1.5584
BVS,usd_strength,1223,-0.5895,-1.9042,-0.1333,-0.4305,-0.1815,-0.5851
BVS,volatility,1223,-0.0798,-2.5775,0.0301,0.9719,-0.0072,-0.2320
BVS,momentum,1223,-0.1702,-0.6979,0.1427,0.5857,0.1226,0.5025
BVS,quality,1223,0.8046,1.1881,0.9745,1.4411,0.9423,1.3907
BVS,value,1223,-0.0382,-0.1035,0.1877,0.5087,-0.0573,-0.1550
BVS,biotech,1223,0.3226,2.1182,0.0139,0.0909,0.0232,0.1519
BVS,defense,1223,-0.2871,-1.4488,-0.1003,-0.5063,-0.1819,-0.9166
BVS,growth,1223,3.3578,4.0555,-0.8747,-1.0512,1.4365,1.7245
BVS,lithium,1223,0.0208,0.2160,0.0364,0.3774,0.1134,1.1754
BVS,semiconductors,1223,0.0293,0.2159,0.2389,1.7618,-0.0766,-0.5633
BVS,uranium,1223,0.1664,2.2967,-0.0652,-0.8955,0.0362,0.4987
BVS,xl_consumer_defensive,1223,-0.4798,-1.9052,-0.5109,-2.0316,-0.2255,-0.8942
BVS,xl_financials,1223,0.0382,0.1131,-0.2696,-0.7995,-0.2666,-0.7896
BVS,xl_healthcare,1223,-0.3204,-1.3055,-0.1290,-0.5260,-0.1624,-0.6611
BVS,xl_industrials,1223,-0.7889,-2.0968,-0.0223,-0.0593,-0.2945,-0.7813
BVS,xl_real_estate,1223,0.5442,2.6372,0.0686,0.3321,0.1051,0.5079
BVS,xl_utilities,1223,-0.1871,-1.0020,0.1180,0.6327,-0.0303,-0.1622
BVS,china_a_shares,1223,-0.1630,-1.2475,0.1247,0.9557,-0.0451,-0.3445
BVS,china_exposure,1223,-0.0856,-0.8504,-0.0689,-0.6853,0.1337,1.3282
BW,market_beta,2648,1.6406,14.8135,0.0961,0.8338,-0.1502,-1.3046
BW,copper,2648,0.2646,2.9198,-0.0432,-0.4758,0.1224,1.3494
BW,credit_hy_spread,2648,-0.1688,-0.5703,0.0030,0.0102,-0.1049,-0.3545
BW,energy_oil,2644,0.1274,2.3061,0.0298,0.5379,-0.0288,-0.5206
BW,gold,2648,0.1393,0.9844,-0.1009,-0.7127,0.0528,0.3734
BW,inflation,2648,1.1213,2.2288,0.9943,1.9755,0.4779,0.9496
BW,natural_gas,2648,-0.0172,-0.4337,-0.0115,-0.2887,-0.0051,-0.1291
BW,rates,2648,0.5527,1.7482,0.2775,0.8772,0.4139,1.3096
BW,rates_30y,2648,0.2925,2.0745,0.0670,0.4745,0.1613,1.1437
BW,usd_strength,2648,0.1578,0.5773,-0.4616,-1.6890,-0.8356,-3.0609
BW,volatility,2648,-0.0751,-3.1725,-0.0267,-1.1243,0.0116,0.4901
BW,momentum,2644,0.3366,1.4297,-0.3160,-1.3420,0.1121,0.4761
BW,quality,2644,-1.0747,-1.7329,0.4230,0.6817,0.5413,0.8727
BW,value,2644,1.2004,3.5074,-0.3418,-0.9963,0.1272,0.3709
BW,biotech,2644,0.3726,3.0774,0.3213,2.6513,-0.1589,-1.3112
BW,defense,2644,0.4211,2.5426,0.6001,3.6270,0.1702,1.0270
BW,growth,2644,2.4581,3.4078,-0.3002,-0.4152,-0.5245,-0.7259
BW,lithium,2644,0.2851,2.9685,0.2254,2.3449,0.0680,0.7072
BW,semiconductors,2644,0.5417,4.4282,0.0969,0.7888,-0.1845,-1.5043
BW,uranium,2644,0.2956,4.1144,0.0819,1.1338,0.0429,0.5951
BW,xl_consumer_defensive,2644,-0.9463,-4.3776,-0.7502,-3.4655,-0.0520,-0.2400
BW,xl_financials,2644,-0.2093,-0.7482,-0.2442,-0.8726,0.0594,0.2124
BW,xl_healthcare,2644,-0.8351,-3.8777,-0.0514,-0.2381,0.0069,0.0319
BW,xl_industrials,2644,0.7987,2.6668,0.7449,2.4864,0.1727,0.5762
BW,xl_real_estate,2564,-0.1291,-0.7594,-0.1974,-1.1608,0.0638,0.3752
BW,xl_utilities,2644,-0.2972,-1.9407,-0.2603,-1.6990,-0.0459,-0.2996
BW,china_a_shares,2564,-0.1984,-1.9973,-0.0402,-0.4041,-0.0557,-0.5605
BW,china_exposure,2564,-0.0926,-0.8714,0.0710,0.6679,0.0002,0.0022
BWA,market_beta,5278,1.2119,59.7952,-0.0265,-1.0106,-0.0826,-3.1477
BWA,copper,3547,0.0553,3.0491,-0.0098,-0.5385,0.0218,1.1993
BWA,credit_hy_spread,4708,0.1474,2.5903,-0.0331,-0.5802,0.3173,5.5873
BWA,energy_oil,4537,0.0376,2.3841,-0.0093,-0.5857,0.0638,4.0451
BWA,gold,5278,0.0029,0.1034,-0.0065,-0.2299,0.0677,2.3831
BWA,inflation,5278,0.1879,1.6372,0.0905,0.7883,0.8798,7.7073
BWA,natural_gas,4703,0.0004,0.0394,0.0008,0.0666,0.0098,0.8661
BWA,rates,5278,-0.2509,-3.2726,-0.0162,-0.2108,0.0954,1.2432
BWA,rates_30y,5278,-0.1292,-3.6049,-0.0414,-1.1529,0.0100,0.2792
BWA,usd_strength,4736,-0.1980,-2.9889,-0.1488,-2.2461,-0.2863,-4.3264
BWA,volatility,5278,-0.0029,-0.4626,-0.0187,-3.0214,0.0073,1.1713
BWA,momentum,3169,-0.5058,-7.3500,-0.1037,-1.4949,-0.0527,-0.7587
BWA,quality,3109,0.0382,0.2191,0.1408,0.8078,0.3008,1.7262
BWA,value,3507,1.2014,12.2153,-0.0341,-0.3396,0.2246,2.2375
BWA,biotech,3109,0.0485,1.4201,-0.0001,-0.0028,-0.0815,-2.3849
BWA,defense,3109,0.0950,1.9381,0.1550,3.1643,0.1089,2.2214
BWA,growth,3109,0.2577,1.2244,0.0094,0.0448,0.1920,0.9117
BWA,lithium,3109,0.1627,5.7825,0.0771,2.7270,0.0249,0.8795
BWA,semiconductors,3109,0.3189,8.9599,0.0292,0.8111,-0.0755,-2.0954
BWA,uranium,3109,0.0484,2.3459,0.0387,1.8722,0.0017,0.0827
BWA,xl_consumer_defensive,3109,-0.5021,-7.9397,-0.1572,-2.4627,-0.0554,-0.8667
BWA,xl_financials,3109,0.1269,1.5349,0.0582,0.7034,0.0527,0.6365
BWA,xl_healthcare,3109,-0.3634,-5.7774,-0.1231,-1.9477,0.0028,0.0437
BWA,xl_industrials,3109,0.6302,7.2427,0.2571,2.9333,0.1074,1.2235
BWA,xl_real_estate,2564,-0.3323,-6.2376,-0.0176,-0.3280,-0.0020,-0.0381
BWA,xl_utilities,3109,-0.4816,-11.0649,-0.0704,-1.5877,-0.0303,-0.6825
BWA,china_a_shares,2564,0.0084,0.2667,0.0273,0.8710,-0.1369,-4.3776
BWA,china_exposure,2564,0.0663,1.9758,0.0417,1.2441,-0.0878,-2.6200
BWB,market_beta,1957,0.8203,22.9771,-0.1659,-4.1431,-0.1083,-2.6972
BWB,copper,1957,0.0085,0.2487,-0.0090,-0.2613,0.0640,1.8639
BWB,credit_hy_spread,1957,0.0553,0.5068,-0.0343,-0.3140,0.2066,1.8936
BWB,energy_oil,1957,0.0192,0.9461,0.0003,0.0133,0.0142,0.7009
BWB,gold,1957,-0.1455,-2.8150,0.0483,0.9321,-0.0026,-0.0505
BWB,inflation,1957,0.4535,2.6201,-0.2141,-1.2358,0.4810,2.7796
BWB,natural_gas,1957,0.0038,0.2701,0.0023,0.1657,0.0183,1.3156
BWB,rates,1957,0.0763,0.6915,0.0548,0.4964,-0.0835,-0.7563
BWB,rates_30y,1957,-0.0011,-0.0224,0.0306,0.6145,-0.0606,-1.2186
BWB,usd_strength,1957,0.2092,2.0379,-0.1735,-1.6897,-0.2858,-2.7854
BWB,volatility,1957,-0.0108,-1.1677,-0.0181,-1.9533,-0.0180,-1.9435
BWB,momentum,1957,-0.5150,-6.4293,-0.0419,-0.5174,-0.0118,-0.1459
BWB,quality,1957,-0.3168,-1.4218,0.3684,1.6540,0.0890,0.3992
BWB,value,1957,1.8712,17.2785,-0.2199,-1.8931,0.0501,0.4313
BWB,biotech,1957,-0.1124,-2.3003,-0.0374,-0.7644,-0.0145,-0.2959
BWB,defense,1957,0.1602,2.7971,0.1565,2.7325,0.0393,0.6848
BWB,growth,1957,0.4342,1.6569,-0.9979,-3.8207,0.0424,0.1617
BWB,lithium,1957,0.0276,0.8264,0.0014,0.0414,-0.0083,-0.2481
BWB,semiconductors,1957,0.1339,3.0631,-0.0111,-0.2527,-0.0315,-0.7198
BWB,uranium,1957,-0.0108,-0.4099,0.0020,0.0744,-0.0078,-0.2937
BWB,xl_consumer_defensive,1957,-0.4515,-5.8536,-0.1825,-2.3493,-0.0909,-1.1680
BWB,xl_financials,1957,0.7233,7.1757,0.1638,1.6056,-0.1039,-1.0171
BWB,xl_healthcare,1957,-0.5234,-6.6279,-0.1252,-1.5688,0.0586,0.7334
BWB,xl_industrials,1957,0.3078,2.8777,0.2268,2.1190,0.1461,1.3635
BWB,xl_real_estate,1957,-0.0212,-0.3434,-0.0925,-1.4968,0.0592,0.9579
BWB,xl_utilities,1957,-0.1620,-2.8785,-0.0971,-1.7224,0.0096,0.1706
BWB,china_a_shares,1957,-0.0360,-0.8895,-0.1132,-2.8026,-0.0963,-2.3804
BWB,china_exposure,1957,-0.0326,-0.8988,-0.0894,-2.4650,-0.0679,-1.8688
BWBBP,market_beta,1093,0.1331,3.0137,0.0049,0.1105,0.0243,0.5467
BWBBP,copper,1093,-0.0718,-2.3325,0.0587,1.8996,0.0476,1.5419
BWBBP,credit_hy_spread,1093,-0.1377,-1.2464,-0.0762,-0.6891,0.1423,1.2870
BWBBP,energy_oil,1093,-0.0176,-0.7761,-0.0354,-1.5581,0.0446,1.9664
BWBBP,gold,1093,-0.0106,-0.2121,0.0205,0.4109,-0.0291,-0.5840
BWBBP,inflation,1093,-0.0842,-0.5106,-0.1577,-0.9565,0.2309,1.4008
BWBBP,natural_gas,1093,0.0109,0.8931,-0.0260,-2.1352,0.0088,0.7216
BWBBP,rates,1093,0.1191,1.2743,0.1026,1.0965,-0.1340,-1.4336
BWBBP,rates_30y,1093,0.0946,2.0859,0.0373,0.8198,-0.0263,-0.5794
BWBBP,usd_strength,1093,0.0930,0.9759,-0.1566,-1.6428,0.0416,0.4363
BWBBP,volatility,1093,-0.0020,-0.1987,-0.0044,-0.4416,-0.0011,-0.1121
BWBBP,momentum,1093,-0.0752,-0.9129,0.0126,0.1523,-0.0325,-0.3937
BWBBP,quality,1093,-0.2024,-0.9577,0.0243,0.1147,0.1576,0.7451
BWBBP,value,1093,0.1665,1.4218,0.0519,0.4426,-0.0655,-0.5588
BWBBP,biotech,1093,-0.0296,-0.6004,0.1331,2.7031,-0.0455,-0.9209
BWBBP,defense,1093,0.0591,0.9432,-0.0646,-1.0307,-0.0886,-1.4127
BWBBP,growth,1093,-0.0695,-0.2642,0.1421,0.5398,-0.1105,-0.4196
BWBBP,lithium,1093,0.0090,0.2830,0.0422,1.3326,-0.0258,-0.8145
BWBBP,semiconductors,1093,-0.0180,-0.4187,-0.0229,-0.5315,-0.0161,-0.3723
BWBBP,uranium,1093,0.0139,0.6097,0.0041,0.1770,-0.0200,-0.8726
BWBBP,xl_consumer_defensive,1093,-0.0942,-1.1943,0.0254,0.3214,0.0659,0.8339
BWBBP,xl_financials,1093,-0.0243,-0.2282,-0.1558,-1.4611,0.0720,0.6748
BWBBP,xl_healthcare,1093,-0.0357,-0.4580,0.0710,0.9110,0.0529,0.6785
BWBBP,xl_industrials,1093,0.0456,0.3841,-0.1343,-1.1308,-0.0392,-0.3300
BWBBP,xl_real_estate,1093,0.1122,1.7241,0.1042,1.6003,-0.0384,-0.5895
BWBBP,xl_utilities,1093,0.0929,1.5562,0.0002,0.0035,-0.0162,-0.2710
BWBBP,china_a_shares,1093,-0.1218,-2.9436,-0.0412,-0.9916,0.0550,1.3245
BWBBP,china_exposure,1093,-0.0884,-2.7996,-0.0084,-0.2665,0.0334,1.0536
BWFG,market_beta,3957,0.5399,19.5758,-0.1174,-4.0704,-0.0736,-2.5494
BWFG,copper,3547,0.0038,0.2165,-0.0174,-1.0005,0.0046,0.2659
BWFG,credit_hy_spread,3957,0.0859,1.2388,-0.0441,-0.6357,0.0824,1.1877
BWFG,energy_oil,3893,0.0075,0.5038,0.0167,1.1251,0.0075,0.5074
BWFG,gold,3957,-0.0557,-1.7577,-0.0304,-0.9572,-0.0154,-0.4854
BWFG,inflation,3957,0.2437,1.9465,0.0648,0.5170,0.1291,1.0311
BWFG,natural_gas,3957,-0.0015,-0.1491,0.0050,0.4807,0.0125,1.2087
BWFG,rates,3957,-0.0072,-0.0926,-0.0420,-0.5398,0.1168,1.5017
BWFG,rates_30y,3957,-0.0157,-0.4531,-0.0193,-0.5588,0.0225,0.6485
BWFG,usd_strength,3957,0.2087,3.1588,0.0354,0.5355,-0.3212,-4.8692
BWFG,volatility,3957,-0.0138,-2.2627,-0.0023,-0.3721,0.0016,0.2612
BWFG,momentum,3169,-0.3075,-4.7082,-0.0979,-1.4936,0.0254,0.3874
BWFG,quality,3109,-0.2988,-1.8555,0.3897,2.4211,-0.2321,-1.4404
BWFG,value,3507,1.2454,13.2848,0.1535,1.5978,0.0932,0.9704
BWFG,biotech,3109,-0.0738,-2.3389,-0.0028,-0.0877,-0.0149,-0.4716
BWFG,defense,3109,0.1445,3.1919,0.1585,3.5030,0.1890,4.1802
BWFG,growth,3109,0.0638,0.3277,-0.3358,-1.7260,0.0220,0.1130
BWFG,lithium,3109,0.0376,1.4386,0.0131,0.5022,-0.0071,-0.2699
BWFG,semiconductors,3109,0.0412,1.2378,0.0265,0.7962,-0.0218,-0.6549
BWFG,uranium,3109,0.0021,0.1086,0.0022,0.1153,0.0020,0.1042
BWFG,xl_consumer_defensive,3109,-0.4201,-7.1728,-0.2157,-3.6592,-0.1193,-2.0211
BWFG,xl_financials,3109,0.5736,7.5699,0.2257,2.9550,-0.0713,-0.9315
BWFG,xl_healthcare,3109,-0.4688,-8.1044,-0.1178,-2.0156,-0.0005,-0.0089
BWFG,xl_industrials,3109,0.3156,3.9003,0.1245,1.5349,0.2575,3.1797
BWFG,xl_real_estate,2564,-0.0666,-1.4109,-0.0434,-0.9184,-0.0095,-0.2003
BWFG,xl_utilities,3109,-0.1347,-3.2896,-0.0951,-2.3189,-0.0363,-0.8848
BWFG,china_a_shares,2564,-0.0620,-2.2464,-0.0477,-1.7264,-0.0469,-1.6997
BWFG,china_exposure,2564,-0.0981,-3.3272,-0.0322,-1.0888,-0.0376,-1.2740
BWIN,market_beta,1550,1.1743,20.4351,-0.0501,-0.7731,-0.1800,-2.7861
BWIN,copper,1550,0.0054,0.0981,-0.0120,-0.2186,0.1541,2.8103
BWIN,credit_hy_spread,1550,-0.3953,-2.2929,0.1339,0.7751,-0.1937,-1.1216
BWIN,energy_oil,1550,-0.0632,-1.9311,0.0180,0.5489,0.0507,1.5482
BWIN,gold,1550,-0.0825,-0.9975,0.0828,0.9999,0.1111,1.3422
BWIN,inflation,1550,0.0146,0.0544,0.1167,0.4342,-0.0526,-0.1957
BWIN,natural_gas,1550,-0.0120,-0.5383,-0.0156,-0.7031,0.0174,0.7814
BWIN,rates,1550,0.6015,3.4942,-0.1324,-0.7657,0.5270,3.0575
BWIN,rates_30y,1550,0.2017,2.5918,-0.0586,-0.7508,0.1785,2.2916
BWIN,usd_strength,1550,0.1158,0.7048,-0.1140,-0.6932,-0.7889,-4.8343
BWIN,volatility,1550,-0.0054,-0.3521,0.0013,0.0819,0.0059,0.3784
BWIN,momentum,1550,0.2247,1.7625,0.0997,0.7811,-0.1547,-1.2123
BWIN,quality,1550,0.7549,2.0858,0.2215,0.6111,0.5768,1.5923
BWIN,value,1550,0.4557,2.5023,0.1154,0.6325,0.2364,1.2959
BWIN,biotech,1550,-0.0001,-0.0014,-0.0969,-1.2028,-0.0518,-0.6427
BWIN,defense,1550,0.1516,1.6141,0.0397,0.4228,0.2813,2.9982
BWIN,growth,1550,1.8483,4.3428,-0.6643,-1.5522,0.2843,0.6640
BWIN,lithium,1550,0.0518,0.9997,0.0969,1.8712,0.0831,1.6044
BWIN,semiconductors,1550,0.0045,0.0622,-0.0501,-0.6883,-0.0858,-1.1799
BWIN,uranium,1550,0.0112,0.2714,0.0206,0.4973,0.0017,0.0415
BWIN,xl_consumer_defensive,1550,-0.3960,-3.0827,-0.0631,-0.4895,-0.2192,-1.7017
BWIN,xl_financials,1550,0.4287,2.5227,0.1510,0.8868,0.0294,0.1729
BWIN,xl_healthcare,1550,-0.4539,-3.5277,-0.1600,-1.2387,0.0444,0.3437
BWIN,xl_industrials,1550,0.0423,0.2277,0.3670,1.9783,0.4149,2.2372
BWIN,xl_real_estate,1550,0.4229,4.1193,0.1370,1.3272,0.0683,0.6611
BWIN,xl_utilities,1550,0.0347,0.3734,0.1539,1.6591,-0.1611,-1.7354
BWIN,china_a_shares,1550,-0.1870,-2.6444,-0.1071,-1.5124,-0.0390,-0.5506
BWIN,china_exposure,1550,0.0116,0.2025,-0.0794,-1.3902,0.0086,0.1501
BWMN,market_beta,1164,0.7187,9.2210,0.0061,0.0754,0.0083,0.1024
BWMN,copper,1164,0.0579,1.0430,0.0613,1.1014,0.0318,0.5716
BWMN,credit_hy_spread,1164,-0.8060,-4.0633,0.1680,0.8409,-0.1890,-0.9457
BWMN,energy_oil,1164,-0.0312,-0.7604,0.0410,0.9981,0.0008,0.0191
BWMN,gold,1164,0.1507,1.6800,0.0477,0.5310,-0.1478,-1.6466
BWMN,inflation,1164,-0.2602,-0.8793,-0.2541,-0.8583,-0.0700,-0.2364
BWMN,natural_gas,1164,-0.0602,-2.7023,-0.0228,-1.0209,0.0232,1.0401
BWMN,rates,1164,0.5506,3.2447,0.0899,0.5274,0.1061,0.6222
BWMN,rates_30y,1164,0.2966,3.6214,0.0448,0.5440,0.0121,0.1464
BWMN,usd_strength,1164,-0.1887,-1.0856,-0.3449,-1.9853,0.0120,0.0690
BWMN,volatility,1164,-0.0935,-5.3868,0.0343,1.9552,0.0161,0.9112
BWMN,momentum,1164,0.3544,2.4114,-0.0907,-0.6153,-0.0443,-0.2996
BWMN,quality,1164,-0.3947,-1.0284,0.3478,0.9058,0.1804,0.4697
BWMN,value,1164,-0.0371,-0.1758,-0.0857,-0.4056,0.1759,0.8315
BWMN,biotech,1164,-0.0206,-0.2372,0.0156,0.1792,-0.0132,-0.1520
BWMN,defense,1164,-0.1380,-1.2206,0.1711,1.5136,0.0411,0.3630
BWMN,growth,1164,1.4665,3.1178,0.6553,1.3880,0.2801,0.5927
BWMN,lithium,1164,0.1470,2.6381,-0.0144,-0.2580,-0.0056,-0.1011
BWMN,semiconductors,1164,0.3271,4.2299,-0.1195,-1.5347,-0.1446,-1.8551
BWMN,uranium,1164,0.1020,2.4678,0.0624,1.4991,0.0136,0.3270
BWMN,xl_consumer_defensive,1164,-0.8328,-5.9153,-0.1577,-1.1039,0.0921,0.6441
BWMN,xl_financials,1164,-0.2446,-1.2768,0.3087,1.6109,0.2977,1.5538
BWMN,xl_healthcare,1164,-0.7046,-5.1373,0.0177,0.1278,0.0063,0.0450
BWMN,xl_industrials,1164,0.3031,1.4191,-0.0387,-0.1808,0.0645,0.3015
BWMN,xl_real_estate,1164,0.0025,0.0217,-0.0348,-0.2957,-0.2573,-2.1920
BWMN,xl_utilities,1164,-0.1807,-1.6884,-0.1546,-1.4439,-0.0431,-0.4024
BWMN,china_a_shares,1164,-0.1203,-1.6287,0.0821,1.1100,0.0047,0.0631
BWMN,china_exposure,1164,-0.0780,-1.3758,0.0490,0.8638,-0.0346,-0.6096
BWNB,market_beta,1008,0.2569,2.4282,0.0730,0.6881,0.0133,0.1252
BWNB,copper,1008,0.0074,0.0982,0.0158,0.2103,-0.0995,-1.3294
BWNB,credit_hy_spread,1008,-0.5416,-2.0504,-0.2338,-0.8828,-0.0082,-0.0309
BWNB,energy_oil,1008,0.0106,0.1935,-0.0104,-0.1885,-0.0623,-1.1326
BWNB,gold,1008,-0.0729,-0.6102,0.1698,1.4223,-0.4521,-3.8104
BWNB,inflation,1008,-0.3800,-0.9487,-0.3073,-0.7667,0.0275,0.0686
BWNB,natural_gas,1008,0.0049,0.1639,-0.0470,-1.5661,-0.0183,-0.6098
BWNB,rates,1008,0.3152,1.4184,0.3637,1.6360,-0.1434,-0.6443
BWNB,rates_30y,1008,0.1674,1.5320,0.1607,1.4703,-0.0204,-0.1861
BWNB,usd_strength,1008,-0.1831,-0.8074,-0.1442,-0.6354,0.3245,1.4311
BWNB,volatility,1008,-0.0121,-0.4861,0.0152,0.6084,0.0116,0.4632
BWNB,momentum,1008,-0.2992,-1.4982,-0.2334,-1.1680,0.1563,0.7816
BWNB,quality,1008,-0.6481,-1.2535,0.1477,0.2854,-0.0053,-0.0102
BWNB,value,1008,-0.1052,-0.3711,-0.3541,-1.2494,0.1373,0.4842
BWNB,biotech,1008,0.1189,0.9732,-0.0279,-0.2279,0.2841,2.3297
BWNB,defense,1008,-0.1947,-1.2738,-0.0061,-0.0401,0.1657,1.0835
BWNB,growth,1008,0.4385,0.6850,0.7745,1.2099,-0.2039,-0.3183
