symbol,factor,n_obs,contemp_beta,contemp_t,lead_beta,lead_t,lag_beta,lag_t
BST,xl_consumer_defensive,2801,-0.2776,-5.5470,-0.1514,-3.0127,-0.1283,-2.5527
BST,xl_financials,2801,0.1005,1.5490,-0.1226,-1.8887,0.0513,0.7894
BST,xl_healthcare,2801,-0.2186,-4.4014,-0.0891,-1.7885,0.0176,0.3539
BST,xl_industrials,2801,0.0420,0.6047,0.2003,2.8910,0.1616,2.3310
BST,xl_real_estate,2564,-0.0537,-1.3400,-0.0249,-0.6218,0.0314,0.7828
BST,xl_utilities,2801,-0.1482,-4.2390,-0.0745,-2.1249,-0.0387,-1.1024
BST,china_a_shares,2564,0.0497,2.1195,-0.0031,-0.1340,-0.0828,-3.5395
BST,china_exposure,2564,0.0379,1.5122,0.0107,0.4282,-0.0643,-2.5667
BSTZ,market_beta,1634,1.1175,45.3162,-0.0262,-0.7066,-0.0551,-1.4870
BSTZ,copper,1634,0.0567,1.7934,-0.0541,-1.7112,0.0507,1.6041
BSTZ,credit_hy_spread,1634,-0.6831,-7.0022,-0.1271,-1.2834,-0.0048,-0.0487
BSTZ,energy_oil,1634,-0.0284,-1.5333,-0.0227,-1.2240,0.0043,0.2308
BSTZ,gold,1634,0.1431,3.0573,0.0680,1.4498,0.0510,1.0866
BSTZ,inflation,1634,-0.1805,-1.1696,0.1574,1.0197,-0.1664,-1.0777
BSTZ,natural_gas,1634,0.0241,1.8862,-0.0056,-0.4344,-0.0025,-0.1974
BSTZ,rates,1634,0.7737,7.9671,0.1591,1.6081,0.1959,1.9806
BSTZ,rates_30y,1634,0.3456,7.9070,0.0813,1.8277,0.0671,1.5069
BSTZ,usd_strength,1634,-0.0427,-0.4526,-0.2275,-2.4152,-0.6658,-7.1646
BSTZ,volatility,1634,0.0051,0.5881,-0.0245,-2.8037,0.0028,0.3202
BSTZ,momentum,1634,0.5528,7.6599,0.1136,1.5469,0.0122,0.1657
BSTZ,quality,1634,0.4921,2.3704,0.3798,1.8275,0.1295,0.6224
BSTZ,value,1634,-0.8587,-8.3298,-0.2089,-1.9863,0.1491,1.4174
BSTZ,biotech,1634,-0.0515,-1.1196,0.0229,0.4984,-0.1042,-2.2664
BSTZ,defense,1634,0.1172,2.1911,0.1683,3.1497,0.1783,3.3378
BSTZ,growth,1634,2.3114,9.7080,0.1512,0.6172,-0.3547,-1.4488
BSTZ,lithium,1634,0.1738,5.8850,0.0342,1.1476,0.0477,1.5983
BSTZ,semiconductors,1634,0.2139,5.1902,0.0080,0.1915,-0.1507,-3.6413
BSTZ,uranium,1634,0.1192,5.0442,0.0187,0.7834,-0.0034,-0.1418
BSTZ,xl_consumer_defensive,1634,-0.5983,-8.3207,-0.2834,-3.8773,-0.1780,-2.4279
BSTZ,xl_financials,1634,0.1466,1.5072,0.0142,0.1461,0.0462,0.4748
BSTZ,xl_healthcare,1634,-0.5716,-7.8589,-0.1616,-2.1832,0.0476,0.6418
BSTZ,xl_industrials,1634,-0.0040,-0.0384,0.2168,2.0624,0.3084,2.9373
BSTZ,xl_real_estate,1634,0.0477,0.8111,-0.0817,-1.3885,0.0708,1.2021
BSTZ,xl_utilities,1634,-0.0755,-1.4152,-0.0592,-1.1085,-0.0120,-0.2242
BSTZ,china_a_shares,1634,-0.0536,-1.3263,-0.0326,-0.8061,-0.0872,-2.1592
BSTZ,china_exposure,1634,-0.0019,-0.0571,-0.0396,-1.2030,-0.0622,-1.8900
BSVN,market_beta,1825,0.9355,18.2055,-0.0310,-0.5556,-0.2194,-3.9428
BSVN,copper,1825,0.0485,1.0053,-0.0127,-0.2623,0.0929,1.9236
BSVN,credit_hy_spread,1825,-0.0609,-0.4022,-0.1784,-1.1786,-0.0906,-0.5984
BSVN,energy_oil,1825,0.1039,3.7015,0.0471,1.6714,0.0759,2.6973
BSVN,gold,1825,-0.0923,-1.2830,-0.0156,-0.2172,0.1333,1.8522
BSVN,inflation,1825,0.9600,4.0388,0.7888,3.3125,0.4999,2.0958
BSVN,natural_gas,1825,-0.0160,-0.8360,-0.0022,-0.1147,-0.0077,-0.4043
BSVN,rates,1825,0.4878,3.2014,-0.0919,-0.6017,0.2898,1.8980
BSVN,rates_30y,1825,0.2065,3.0033,-0.0406,-0.5890,0.2039,2.9655
BSVN,usd_strength,1825,0.2529,1.7595,0.1622,1.1278,-0.8514,-5.9750
BSVN,volatility,1825,0.0054,0.4139,-0.0184,-1.4054,-0.0153,-1.1653
BSVN,momentum,1825,-0.5146,-4.6045,-0.2111,-1.8792,0.0847,0.7530
BSVN,quality,1825,0.4646,1.4859,0.2029,0.6485,-0.1629,-0.5188
BSVN,value,1825,1.3471,8.5415,0.3040,1.8916,0.2352,1.4622
BSVN,biotech,1825,-0.1015,-1.4805,-0.0230,-0.3352,0.0692,1.0091
BSVN,defense,1825,0.2633,3.2817,0.2478,3.0863,0.4222,5.2842
BSVN,growth,1825,0.5592,1.5249,0.4219,1.1500,0.0272,0.0740
BSVN,lithium,1825,0.1263,2.7445,-0.0036,-0.0774,0.0142,0.3083
BSVN,semiconductors,1825,0.0912,1.4904,0.0174,0.2848,0.0115,0.1879
BSVN,uranium,1825,0.0034,0.0920,-0.0353,-0.9547,0.0573,1.5546
BSVN,xl_consumer_defensive,1825,-0.7609,-7.0038,-0.3057,-2.7817,-0.2755,-2.5054
BSVN,xl_financials,1825,0.9308,6.4889,0.0673,0.4635,0.0061,0.0423
BSVN,xl_healthcare,1825,-0.6568,-5.9680,-0.1395,-1.2558,0.0542,0.4878
BSVN,xl_industrials,1825,0.4759,3.1140,0.1921,1.2536,0.5974,3.9138
BSVN,xl_real_estate,1825,-0.0635,-0.7293,0.2203,2.5345,-0.2068,-2.3782
BSVN,xl_utilities,1825,-0.2670,-3.3598,-0.1737,-2.1803,-0.1418,-1.7789
BSVN,china_a_shares,1825,-0.1070,-1.8445,-0.0535,-0.9219,-0.2262,-3.9080
BSVN,china_exposure,1825,-0.0556,-1.0989,-0.0319,-0.6290,-0.0781,-1.5434
BSX,market_beta,5278,0.9643,51.2743,-0.0195,-0.8480,-0.1043,-4.5377
BSX,copper,3547,0.0127,0.8567,0.0144,0.9712,0.0056,0.3767
BSX,credit_hy_spread,4708,0.1805,3.7099,-0.0803,-1.6486,0.1619,3.3269
BSX,energy_oil,4537,-0.0066,-0.4850,-0.0283,-2.0912,0.0435,3.2181
BSX,gold,5278,-0.0092,-0.3710,-0.0180,-0.7238,0.0413,1.6587
BSX,inflation,5278,0.2829,2.8130,-0.2074,-2.0617,0.7460,7.4504
BSX,natural_gas,4703,-0.0109,-1.1239,0.0007,0.0719,0.0013,0.1308
BSX,rates,5278,0.0180,0.2682,0.0576,0.8562,0.1952,2.9010
BSX,rates_30y,5278,-0.0219,-0.6970,0.0096,0.3038,0.0926,2.9461
BSX,usd_strength,4736,-0.0411,-0.7237,-0.1843,-3.2454,-0.2006,-3.5342
BSX,volatility,5278,0.0023,0.4270,0.0062,1.1326,0.0087,1.5963
BSX,momentum,3169,0.0861,1.5379,0.0672,1.2001,-0.0249,-0.4443
BSX,quality,3109,0.1912,1.3665,0.0468,0.3345,0.3821,2.7328
BSX,value,3507,0.5270,6.4798,-0.1263,-1.5457,0.0368,0.4501
BSX,biotech,3109,0.1136,4.1501,-0.0195,-0.7116,0.0039,0.1428
BSX,defense,3109,0.1299,3.3039,0.0990,2.5187,0.1054,2.6802
BSX,growth,3109,-0.1538,-0.9097,-0.3133,-1.8555,-0.0056,-0.0329
BSX,lithium,3109,-0.0650,-2.8674,0.0373,1.6439,0.0395,1.7380
BSX,semiconductors,3109,-0.1149,-3.9796,0.0320,1.1057,-0.1170,-4.0524
BSX,uranium,3109,-0.0256,-1.5453,0.0178,1.0726,-0.0076,-0.4601
BSX,xl_consumer_defensive,3109,0.1090,2.1270,-0.1109,-2.1641,-0.0818,-1.5958
BSX,xl_financials,3109,-0.1312,-1.9767,-0.1112,-1.6757,0.0623,0.9374
BSX,xl_healthcare,3109,0.6102,12.3078,-0.0749,-1.4757,0.0600,1.1818
BSX,xl_industrials,3109,-0.0282,-0.4009,0.1141,1.6212,0.0709,1.0061
BSX,xl_real_estate,2564,0.1370,3.3563,-0.0263,-0.6424,0.0857,2.0951
BSX,xl_utilities,3109,0.0867,2.4360,-0.0301,-0.8444,-0.0278,-0.7799
BSX,china_a_shares,2564,-0.0092,-0.3838,-0.0286,-1.1972,-0.0769,-3.2170
BSX,china_exposure,2564,-0.0042,-0.1649,-0.0428,-1.6740,-0.0709,-2.7746
BSY,market_beta,1320,1.1543,22.1975,-0.0653,-1.0730,0.0859,1.4104
BSY,copper,1320,0.0342,0.8181,-0.0297,-0.7089,0.0513,1.2262
BSY,credit_hy_spread,1320,-1.1234,-7.6686,0.1372,0.9175,-0.1519,-1.0145
BSY,energy_oil,1320,-0.1210,-3.9728,0.0177,0.5790,0.1046,3.4272
BSY,gold,1320,0.0696,1.0423,0.1395,2.0947,-0.0176,-0.2637
BSY,inflation,1320,-0.7167,-3.1464,0.1581,0.6924,0.1324,0.5788
BSY,natural_gas,1320,0.0059,0.3481,0.0043,0.2503,0.0109,0.6379
BSY,rates,1320,0.8989,6.9362,0.0196,0.1483,-0.0390,-0.2954
BSY,rates_30y,1320,0.3817,6.1617,-0.0238,-0.3795,-0.0278,-0.4422
BSY,usd_strength,1320,-0.3617,-2.7090,-0.1224,-0.9149,-0.2151,-1.6076
BSY,volatility,1320,-0.0491,-3.8113,0.0263,2.0310,0.0119,0.9161
BSY,momentum,1320,0.0105,0.1039,0.1515,1.4977,-0.1636,-1.6155
BSY,quality,1320,1.3347,4.6826,-0.1635,-0.5696,0.6731,2.3462
BSY,value,1320,-0.7497,-4.9961,-0.0563,-0.3723,0.2972,1.9644
BSY,biotech,1320,0.0779,1.2139,0.0208,0.3236,-0.0454,-0.7072
BSY,defense,1320,-0.0182,-0.2206,0.0965,1.1691,0.0584,0.7057
BSY,growth,1320,2.9783,8.6432,0.4251,1.2021,1.0524,2.9800
BSY,lithium,1320,0.1256,3.1414,0.0370,0.9236,-0.0687,-1.7108
BSY,semiconductors,1320,0.2756,4.8346,0.0353,0.6140,-0.0945,-1.6450
BSY,uranium,1320,0.1482,4.8487,0.0163,0.5272,0.0270,0.8741
BSY,xl_consumer_defensive,1320,-0.6907,-6.5625,-0.2242,-2.1014,-0.0720,-0.6727
BSY,xl_financials,1320,0.1263,0.8852,0.0300,0.2103,0.1837,1.2871
BSY,xl_healthcare,1320,-0.5528,-5.3982,0.0235,0.2275,-0.0587,-0.5664
BSY,xl_industrials,1320,0.0340,0.2157,0.2636,1.6762,-0.0069,-0.0440
BSY,xl_real_estate,1320,0.1074,1.2410,0.0199,0.2298,0.0996,1.1500
BSY,xl_utilities,1320,-0.3577,-4.5755,-0.0189,-0.2406,0.0141,0.1786
BSY,china_a_shares,1320,-0.1485,-2.6483,0.0533,0.9491,0.0117,0.2076
BSY,china_exposure,1320,-0.0347,-0.8032,0.0439,1.0178,-0.0008,-0.0182
BTBT,market_beta,1953,1.7292,12.3271,0.1079,0.7406,-0.1350,-0.9269
BTBT,copper,1953,0.0909,0.7312,-0.0220,-0.1763,-0.0441,-0.3543
BTBT,credit_hy_spread,1953,-1.4060,-3.5684,-0.7427,-1.8800,-0.6347,-1.6064
BTBT,energy_oil,1953,-0.1804,-2.4622,-0.0692,-0.9433,0.0578,0.7874
BTBT,gold,1953,0.1370,0.7308,0.5389,2.8793,-0.1019,-0.5430
BTBT,inflation,1953,-0.6008,-0.9578,-0.6849,-1.0917,-1.4592,-2.3282
BTBT,natural_gas,1953,-0.0562,-1.1183,0.0261,0.5190,0.0661,1.3154
BTBT,rates,1953,1.3221,3.3175,0.8342,2.0891,0.0907,0.2268
BTBT,rates_30y,1953,0.6186,3.4444,0.3522,1.9564,0.0667,0.3703
BTBT,usd_strength,1953,-0.5539,-1.4889,-0.8749,-2.3531,-0.2514,-0.6749
BTBT,volatility,1953,-0.0916,-2.7346,0.0229,0.6811,0.0710,2.1167
BTBT,momentum,1953,0.5847,1.9972,-0.1593,-0.5434,-0.1650,-0.5630
BTBT,quality,1953,0.3286,0.4065,1.1161,1.3810,-0.6777,-0.8384
BTBT,value,1953,-1.7419,-4.1565,0.3934,0.9346,0.6619,1.5731
BTBT,biotech,1953,0.2062,1.1644,0.3374,1.9058,0.0139,0.0787
BTBT,defense,1953,-0.0134,-0.0642,0.1012,0.4864,0.0830,0.3991
BTBT,growth,1953,5.7730,6.1304,-0.0639,-0.0672,2.1494,2.2634
BTBT,lithium,1953,0.6869,5.7340,-0.0215,-0.1780,0.0218,0.1807
BTBT,semiconductors,1953,0.7117,4.5121,0.2016,1.2718,-0.0722,-0.4554
BTBT,uranium,1953,0.4563,4.8031,0.0593,0.6179,0.0802,0.8387
BTBT,xl_consumer_defensive,1953,-1.4944,-5.3428,0.2289,0.8123,-0.3087,-1.0948
BTBT,xl_financials,1953,0.4508,1.2193,-0.4017,-1.0861,-0.1606,-0.4340
BTBT,xl_healthcare,1953,-1.2279,-4.2668,0.0524,0.1811,0.2024,0.7001
BTBT,xl_industrials,1953,-0.2762,-0.7116,0.3207,0.8261,-0.4135,-1.0655
BTBT,xl_real_estate,1953,-0.3352,-1.4990,0.0660,0.2948,0.2229,0.9959
BTBT,xl_utilities,1953,-0.8342,-4.1037,0.1534,0.7515,0.0279,0.1364
BTBT,china_a_shares,1953,-0.2850,-1.9464,0.1025,0.6989,-0.2214,-1.5105
BTBT,china_exposure,1953,-0.2141,-1.6283,0.0117,0.0886,-0.2367,-1.7999
BTU,market_beta,2195,1.1105,13.1400,-0.3675,-4.2098,-0.1783,-2.0330
BTU,copper,2195,0.6157,8.5112,0.0338,0.4595,0.0655,0.8913
BTU,credit_hy_spread,2195,0.0607,0.2564,0.2555,1.0804,-0.4476,-1.8912
BTU,energy_oil,2195,0.3451,7.9474,-0.0423,-0.9619,0.0974,2.2139
BTU,gold,2195,0.5034,4.5076,0.0195,0.1737,0.0899,0.8016
BTU,inflation,2195,1.6005,4.2258,-0.7283,-1.9192,0.3668,0.9645
BTU,natural_gas,2195,0.1313,4.3582,0.0131,0.4342,0.0129,0.4252
BTU,rates,2195,0.0376,0.1558,-0.2449,-1.0174,0.1636,0.6787
BTU,rates_30y,2195,-0.0218,-0.2012,-0.1677,-1.5523,-0.0483,-0.4458
BTU,usd_strength,2195,0.0415,0.1888,-0.3079,-1.4041,-0.7679,-3.5046
BTU,volatility,2195,-0.0058,-0.3131,-0.0469,-2.5319,0.0002,0.0087
BTU,momentum,2195,-0.2274,-1.2821,-0.2089,-1.1793,-0.1661,-0.9358
BTU,quality,2195,-1.3166,-2.7615,0.9468,1.9869,0.5671,1.1875
BTU,value,2195,1.4983,5.9479,0.3124,1.2324,0.2905,1.1441
BTU,biotech,2195,-0.2303,-2.2084,0.1053,1.0098,0.0431,0.4131
BTU,defense,2195,0.4318,3.4805,0.1195,0.9619,-0.0034,-0.0272
BTU,growth,2195,0.3669,0.6477,0.0206,0.0365,-1.3426,-2.3729
BTU,lithium,2195,0.3784,5.2811,0.0079,0.1095,-0.0659,-0.9145
BTU,semiconductors,2195,0.2230,2.3641,0.1479,1.5693,-0.1926,-2.0404
BTU,uranium,2195,0.3596,6.5670,0.0032,0.0573,0.0413,0.7467
BTU,xl_consumer_defensive,2195,-0.3233,-1.9339,-0.4506,-2.7016,0.1545,0.9236
BTU,xl_financials,2195,0.4311,1.9823,0.3359,1.5457,-0.2498,-1.1474
BTU,xl_healthcare,2195,-0.9162,-5.3656,-0.2994,-1.7454,0.3252,1.8931
BTU,xl_industrials,2195,0.5584,2.4342,0.5248,2.2903,0.3240,1.4106
BTU,xl_real_estate,2195,-0.5301,-4.0174,0.0198,0.1496,-0.4645,-3.5163
BTU,xl_utilities,2195,-0.6052,-5.0367,-0.2833,-2.3506,-0.0334,-0.2766
BTU,china_a_shares,2195,-0.0409,-0.4747,-0.0316,-0.3675,-0.2602,-3.0233
BTU,china_exposure,2195,-0.1096,-1.3977,-0.0778,-0.9937,-0.1083,-1.3808
BTX,market_beta,1193,1.2965,39.6806,-0.0265,-0.5325,0.0765,1.5377
BTX,copper,1193,0.0052,0.1526,-0.0777,-2.2816,0.0510,1.4981
BTX,credit_hy_spread,1193,-1.2917,-11.0525,0.1593,1.2985,-0.4933,-4.0437
BTX,energy_oil,1193,-0.1467,-5.8952,-0.0393,-1.5572,0.0588,2.3315
BTX,gold,1193,0.1207,2.1963,-0.0201,-0.3640,0.0886,1.6077
BTX,inflation,1193,-0.8862,-4.9106,-0.1800,-0.9872,-0.1499,-0.8220
BTX,natural_gas,1193,0.0154,1.1136,-0.0187,-1.3561,0.0179,1.3003
BTX,rates,1193,0.9751,9.6244,-0.0295,-0.2805,0.2061,1.9616
BTX,rates_30y,1193,0.4880,10.0152,-0.0547,-1.0781,0.0761,1.4994
BTX,usd_strength,1193,-0.3276,-3.0705,-0.1137,-1.0614,-0.3296,-3.0886
BTX,volatility,1193,-0.0369,-3.4366,-0.0080,-0.7397,0.0079,0.7269
BTX,momentum,1193,0.1404,1.5704,0.1567,1.7525,0.0379,0.4227
BTX,quality,1193,0.5002,2.1202,0.2238,0.9468,0.3577,1.5136
BTX,value,1193,-1.1299,-8.9990,0.0008,0.0060,0.2844,2.1938
BTX,biotech,1193,0.0772,1.4525,0.0179,0.3355,-0.0421,-0.7914
BTX,defense,1193,0.0157,0.2258,0.1668,2.4021,-0.0102,-0.1459
BTX,growth,1193,2.8913,10.3900,0.4372,1.5051,0.5007,1.7232
BTX,lithium,1193,0.1105,3.2400,-0.0037,-0.1065,-0.0217,-0.6321
BTX,semiconductors,1193,0.3385,7.2378,-0.0067,-0.1405,-0.0804,-1.6827
BTX,uranium,1193,0.1664,6.6635,0.0445,1.7432,0.0164,0.6462
BTX,xl_consumer_defensive,1193,-0.9461,-11.3815,-0.1288,-1.4724,-0.0801,-0.9137
BTX,xl_financials,1193,0.0966,0.8206,0.1957,1.6638,0.2196,1.8673
BTX,xl_healthcare,1193,-0.7699,-9.3768,-0.0744,-0.8748,-0.0027,-0.0321
BTX,xl_industrials,1193,-0.0171,-0.1299,0.1764,1.3412,0.0028,0.0211
BTX,xl_real_estate,1193,-0.0250,-0.3471,0.0346,0.4807,-0.0136,-0.1890
BTX,xl_utilities,1193,-0.2832,-4.3594,-0.0813,-1.2419,-0.0994,-1.5160
BTX,china_a_shares,1193,-0.1753,-3.8678,0.0357,0.7832,-0.0104,-0.2276
BTX,china_exposure,1193,0.0262,0.7477,0.0403,1.1519,-0.0155,-0.4436
BTZ,market_beta,4780,0.5948,47.9622,0.0456,3.0231,-0.0517,-3.4297
BTZ,copper,3547,0.0026,0.3914,-0.0029,-0.4362,0.0075,1.1176
BTZ,credit_hy_spread,4708,0.3366,10.8498,-0.0026,-0.0840,0.1733,5.5344
BTZ,energy_oil,4537,0.0133,1.5212,-0.0240,-2.7544,0.0225,2.5829
BTZ,gold,4780,-0.0096,-0.5616,-0.0588,-3.4443,0.0555,3.2528
BTZ,inflation,4780,-0.0373,-0.5614,-0.0531,-0.7989,0.7690,11.7356
BTZ,natural_gas,4703,0.0038,0.6079,0.0002,0.0367,0.0009,0.1380
BTZ,rates,4780,0.4056,9.1376,0.1621,3.6247,0.0983,2.1971
BTZ,rates_30y,4780,0.1985,9.6590,0.0795,3.8377,0.0325,1.5652
BTZ,usd_strength,4736,-0.0551,-1.5072,-0.0604,-1.6522,-0.1652,-4.5274
BTZ,volatility,4780,0.0417,11.7612,0.0062,1.7389,-0.0003,-0.0931
BTZ,momentum,3169,0.0605,2.3071,0.0659,2.5133,0.0152,0.5790
BTZ,quality,3109,0.0496,0.7582,0.0486,0.7428,-0.0147,-0.2250
BTZ,value,3507,0.1204,3.2342,0.0056,0.1490,0.0159,0.4270
BTZ,biotech,3109,0.0015,0.1136,-0.0140,-1.0932,-0.0143,-1.1157
BTZ,defense,3109,0.0840,4.5795,0.0791,4.3091,0.0607,3.3006
BTZ,growth,3109,0.0568,0.7190,-0.0782,-0.9887,-0.2199,-2.7848
BTZ,lithium,3109,0.0415,3.9160,0.0257,2.4254,-0.0010,-0.0974
BTZ,semiconductors,3109,-0.0266,-1.9670,-0.0022,-0.1652,-0.0648,-4.8036
BTZ,uranium,3109,0.0012,0.1504,0.0115,1.4801,-0.0053,-0.6776
BTZ,xl_consumer_defensive,3109,0.0370,1.5415,-0.0858,-3.5826,0.0419,1.7456
BTZ,xl_financials,3109,0.0020,0.0634,-0.0041,-0.1331,-0.0293,-0.9424
BTZ,xl_healthcare,3109,0.0106,0.4444,-0.0318,-1.3405,0.0314,1.3227
BTZ,xl_industrials,3109,0.0483,1.4675,0.1058,3.2150,0.0518,1.5713
BTZ,xl_real_estate,2564,0.0682,3.3183,0.0099,0.4787,0.0212,1.0301
BTZ,xl_utilities,3109,0.0624,3.7514,0.0034,0.2047,0.0103,0.6166
BTZ,china_a_shares,2564,-0.0137,-1.1381,-0.0134,-1.1163,-0.0298,-2.4785
BTZ,china_exposure,2564,-0.0123,-0.9549,-0.0022,-0.1701,-0.0179,-1.3920
BULL,market_beta,839,0.3897,1.8985,0.2006,0.9749,0.0228,0.1106
BULL,copper,839,0.2185,1.6423,0.1603,1.2006,0.0509,0.3817
BULL,credit_hy_spread,839,-0.9667,-1.9654,0.2737,0.5549,-0.0234,-0.0474
BULL,energy_oil,839,-0.0963,-0.8444,0.0546,0.4786,-0.0056,-0.0491
BULL,gold,839,-0.0858,-0.4074,0.3190,1.5164,-0.0910,-0.4317
BULL,inflation,839,-0.9907,-1.1550,1.8381,2.1455,-0.7241,-0.8418
BULL,natural_gas,839,-0.0826,-1.4673,0.0198,0.3517,0.0135,0.2396
BULL,rates,839,0.4835,1.1658,-0.5890,-1.4198,0.0995,0.2395
BULL,rates_30y,839,0.1367,0.6759,0.0625,0.3085,0.0526,0.2600
BULL,usd_strength,839,-0.3491,-0.8810,-0.4377,-1.1042,0.3189,0.8042
BULL,volatility,839,-0.1460,-3.3715,0.0424,0.9720,-0.0194,-0.4440
BULL,momentum,839,-0.1735,-0.4716,-0.4107,-1.1164,0.2871,0.7797
BULL,quality,839,-0.9771,-1.0242,1.2400,1.2994,-0.0295,-0.0309
BULL,value,839,0.5754,1.1343,-0.0753,-0.1483,-0.0469,-0.0924
BULL,biotech,839,0.2695,1.1986,0.3024,1.3437,-0.2597,-1.1544
BULL,defense,839,-0.1340,-0.4802,-0.1402,-0.5021,-0.1591,-0.5697
BULL,growth,839,-0.6639,-0.5413,-0.7009,-0.5711,0.7066,0.5758
BULL,lithium,839,0.1323,0.9391,0.1165,0.8262,-0.0404,-0.2865
BULL,semiconductors,839,-0.0085,-0.0465,-0.1839,-1.0002,0.0204,0.1110
BULL,uranium,839,0.1079,0.9933,0.1115,1.0184,-0.0593,-0.5445
BULL,xl_consumer_defensive,839,0.0997,0.2826,0.4937,1.3997,-0.2318,-0.6565
BULL,xl_financials,839,-0.3279,-0.6687,-0.1173,-0.2389,0.4757,0.9697
BULL,xl_healthcare,839,-0.1044,-0.3087,0.1132,0.3347,-0.3227,-0.9529
BULL,xl_industrials,839,-0.2682,-0.5104,0.0226,0.0430,-0.3492,-0.6639
BULL,xl_real_estate,839,0.1570,0.5388,0.1853,0.6355,0.0601,0.2060
BULL,xl_utilities,839,0.1110,0.4187,0.2990,1.1274,-0.0347,-0.1309
BULL,china_a_shares,839,-0.1223,-0.6795,-0.1077,-0.5977,-0.0665,-0.3691
BULL,china_exposure,839,0.0255,0.1764,0.0675,0.4659,0.0277,0.1912
BULLW,market_beta,844,0.6072,1.4096,0.2993,0.6937,-0.3181,-0.7374
BULLW,copper,844,0.5201,1.8600,0.3655,1.3022,0.0167,0.0597
BULLW,credit_hy_spread,844,-1.5334,-1.4823,0.1981,0.1911,0.6470,0.6240
BULLW,energy_oil,844,0.2699,1.1295,0.1143,0.4777,0.3590,1.5000
BULLW,gold,844,0.6964,1.5752,0.1015,0.2292,0.1076,0.2428
BULLW,inflation,844,0.9956,0.5566,0.4308,0.2407,1.6397,0.9163
BULLW,natural_gas,844,0.1391,1.1765,0.2056,1.7395,-0.1764,-1.4895
BULLW,rates,844,0.4694,0.5398,-0.5509,-0.6332,-0.4920,-0.5655
BULLW,rates_30y,844,0.2503,0.5896,0.0262,0.0616,-0.3146,-0.7406
BULLW,usd_strength,844,-0.5006,-0.6017,-0.2922,-0.3509,-0.5664,-0.6805
BULLW,volatility,844,-0.1621,-1.7710,-0.0476,-0.5185,-0.1618,-1.7663
BULLW,momentum,844,0.7342,0.9543,-0.9515,-1.2366,0.2861,0.3715
BULLW,quality,844,0.4202,0.2093,-2.9185,-1.4546,1.3502,0.6723
BULLW,value,844,0.9963,0.9334,0.2295,0.2148,-0.4739,-0.4432
BULLW,biotech,844,-0.3638,-0.7715,0.6820,1.4461,-0.6483,-1.3728
BULLW,defense,844,-0.5335,-0.9090,-0.2209,-0.3760,-0.0020,-0.0034
BULLW,growth,844,1.3972,0.5427,5.3479,2.0812,1.1664,0.4528
BULLW,lithium,844,0.4479,1.5206,0.3718,1.2610,0.4764,1.6161
BULLW,semiconductors,844,-0.1169,-0.3033,0.4789,1.2429,0.5137,1.3327
BULLW,uranium,844,-0.0059,-0.0261,0.3782,1.6504,-0.0527,-0.2312
BULLW,xl_consumer_defensive,844,-0.5019,-0.6777,-0.3204,-0.4323,-0.0518,-0.0698
BULLW,xl_financials,844,2.0869,2.0341,-0.6939,-0.6743,-1.3067,-1.2709
BULLW,xl_healthcare,844,-0.9043,-1.2766,-0.8157,-1.1507,-1.6743,-2.3664
BULLW,xl_industrials,844,-0.3542,-0.3203,-0.9779,-0.8840,-0.0188,-0.0170
BULLW,xl_real_estate,844,0.0346,0.0566,0.6826,1.1171,-0.4958,-0.8109
BULLW,xl_utilities,844,-1.0188,-1.8338,1.4071,2.5358,-0.4149,-0.7452
BULLW,china_a_shares,844,-0.4958,-1.3110,0.0840,0.2217,0.1202,0.3172
BULLW,china_exposure,844,-0.0558,-0.1833,0.1959,0.6436,-0.0147,-0.0482
BURL,market_beta,3076,1.1144,29.9454,-0.1628,-3.8569,-0.0999,-2.3633
BURL,copper,3076,-0.0275,-1.1733,-0.0152,-0.6503,0.0423,1.8063
BURL,credit_hy_spread,3076,-0.2644,-2.4924,-0.1731,-1.6304,0.1421,1.3380
BURL,energy_oil,3062,-0.0392,-1.9628,-0.0025,-0.1244,0.0094,0.4684
BURL,gold,3076,-0.1223,-2.4765,0.0082,0.1662,0.0529,1.0707
BURL,inflation,3076,0.3052,1.6592,0.0586,0.3184,0.5198,2.8278
BURL,natural_gas,3076,-0.0154,-1.0701,-0.0141,-0.9789,0.0135,0.9408
BURL,rates,3076,0.3486,3.0749,0.1011,0.8901,0.1792,1.5783
BURL,rates_30y,3076,0.1548,3.0566,0.0651,1.2833,0.1036,2.0439
BURL,usd_strength,3076,0.4621,4.7936,-0.2775,-2.8718,-0.4093,-4.2417
BURL,volatility,3076,-0.0164,-1.9279,-0.0053,-0.6278,-0.0127,-1.4931
BURL,momentum,3062,-0.0913,-1.0499,0.0126,0.1446,-0.0589,-0.6769
BURL,quality,3062,0.7582,3.4591,0.2065,0.9402,0.4296,1.9569
BURL,value,3062,0.6533,5.1257,-0.2504,-1.9574,0.1695,1.3239
BURL,biotech,3062,-0.0443,-1.0460,0.0409,0.9657,-0.0325,-0.7661
BURL,defense,3062,0.1542,2.5429,0.1886,3.1115,0.1365,2.2502
BURL,growth,3062,1.2048,4.6201,-0.5079,-1.9420,-0.2972,-1.1357
BURL,lithium,3062,0.0371,1.0546,0.0144,0.4080,0.0249,0.7068
BURL,semiconductors,3062,0.0579,1.2971,-0.0378,-0.8460,-0.0764,-1.7125
